Iteration,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24,Sim_25,Sim_26,Sim_27,Sim_28,Sim_29,Sim_30,Sim_31,Sim_32,Sim_33,Sim_34,Sim_35,Sim_36,Sim_37,Sim_38,Sim_39,Sim_40,Sim_41,Sim_42,Sim_43,Sim_44,Sim_45,Sim_46,Sim_47,Sim_48,Sim_49
10,[253.0],[503.0],[152.0],[773.0],[463.0],[185.0],[771.0],[823.0],[807.0],[423.0],[614.0],[769.0],[881.0],[240.0],[161.0],[684.0],[183.0],[126.0],[776.0],[231.0],[917.0],[510.0],[866.0],[207.0],[81.0],[163.0],[435.0],[481.0],[965.0],[52.0],[188.0],[877.0],[555.0],[84.0],[739.0],[324.0],[886.0],[257.0],[685.0],[612.0],[516.0],[96.0],[520.0],[886.0],[945.0],[798.0],[176.0],[884.0],[170.0],[412.0]
11,[519.0],[113.0],[60.0],[553.0],[33.0],[821.0],[126.0],[955.0],[665.0],[860.0],[182.0],[96.0],[981.0],[546.0],[236.0],[96.0],[481.0],[201.0],[659.0],[346.0],[168.0],[524.0],[211.0],[996.0],[329.0],[682.0],[235.0],[162.0],[305.0],[765.0],[716.0],[532.0],[390.0],[699.0],[981.0],[592.0],[392.0],[890.0],[435.0],[986.0],[593.0],[769.0],[797.0],[128.0],[832.0],[875.0],[60.0],[536.0],[508.0],[436.0]
12,[633.0],[874.0],[861.0],[930.0],[211.0],[932.0],[717.0],[101.0],[666.0],[70.0],[829.0],[126.0],[341.0],[832.0],[906.0],[695.0],[646.0],[769.0],[328.0],[829.0],[904.0],[807.0],[949.0],[922.0],[298.0],[297.0],[580.0],[257.0],[92.0],[274.0],[127.0],[204.0],[425.0],[751.0],[558.0],[145.0],[682.0],[504.0],[358.0],[947.0],[278.0],[189.0],[320.0],[479.0],[768.0],[650.0],[773.0],[776.0],[158.0],[563.0]
13,[558.0],[462.0],[888.0],[267.0],[498.0],[940.0],[117.0],[919.0],[185.0],[201.0],[177.0],[693.0],[84.0],[396.0],[967.0],[965.0],[671.0],[510.0],[652.0],[923.0],[645.0],[779.0],[807.0],[765.0],[263.0],[347.0],[146.0],[139.0],[1.0],[978.0],[190.0],[708.0],[42.0],[345.0],[659.0],[633.0],[32.0],[312.0],[684.0],[647.0],[729.0],[173.0],[207.0],[227.0],[529.0],[339.0],[456.0],[395.0],[975.0],[672.0]
14,[997.0],[525.0],[113.0],[382.0],[986.0],[204.0],[894.0],[37.0],[197.0],[469.0],[298.0],[165.0],[410.0],[621.0],[632.0],[153.0],[276.0],[524.0],[462.0],[510.0],[769.0],[612.0],[152.0],[807.0],[248.0],[741.0],[503.0],[524.0],[113.0],[281.0],[481.0],[172.0],[888.0],[525.0],[40.0],[753.0],[129.0],[710.0],[831.0],[428.0],[879.0],[57.0],[890.0],[55.0],[71.0],[553.0],[488.0],[601.0],[891.0],[453.0]
15,[142.0],[888.0],[965.0],[351.0],[866.0],[929.0],[411.0],[653.0],[899.0],[599.0],[74.0],[871.0],[986.0],[84.0],[714.0],[142.0],[101.0],[886.0],[330.0],[612.0],[486.0],[791.0],[463.0],[666.0],[888.0],[142.0],[981.0],[384.0],[330.0],[861.0],[250.0],[500.0],[820.0],[511.0],[936.0],[208.0],[772.0],[498.0],[332.0],[669.0],[707.0],[443.0],[847.0],[665.0],[383.0],[657.0],[106.0],[305.0],[685.0],[309.0]
16,[173.0],[185.0],[633.0],[22.0],[593.0],[441.0],[765.0],[593.0],[443.0],[903.0],[197.0],[524.0],[496.0],[564.0],[86.0],[67.0],[984.0],[503.0],[57.0],[668.0],[618.0],[848.0],[510.0],[341.0],[436.0],[331.0],[618.0],[858.0],[253.0],[538.0],[682.0],[971.0],[467.0],[980.0],[805.0],[746.0],[329.0],[580.0],[236.0],[503.0],[319.0],[210.0],[534.0],[739.0],[291.0],[504.0],[36.0],[355.0],[141.0],[874.0]
17,[660.0],[532.0],[563.0],[474.0],[647.0],[481.0],[821.0],[341.0],[651.0],[698.0],[966.0],[965.0],[423.0],[562.0],[486.0],[739.0],[716.0],[986.0],[169.0],[375.0],[593.0],[206.0],[475.0],[84.0],[642.0],[330.0],[748.0],[208.0],[570.0],[665.0],[201.0],[447.0],[170.0],[76.0],[647.0],[106.0],[835.0],[909.0],[975.0],[188.0],[503.0],[593.0],[162.0],[604.0],[524.0],[248.0],[899.0],[435.0],[352.0],[851.0]
18,[314.0],[248.0],[95.0],[584.0],[96.0],[340.0],[629.0],[293.0],[523.0],[30.0],[527.0],[702.0],[428.0],[825.0],[376.0],[779.0],[546.0],[70.0],[101.0],[84.0],[21.0],[822.0],[248.0],[738.0],[390.0],[988.0],[871.0],[921.0],[714.0],[422.0],[875.0],[736.0],[145.0],[315.0],[986.0],[363.0],[943.0],[363.0],[99.0],[504.0],[584.0],[829.0],[84.0],[910.0],[223.0],[546.0],[97.0],[28.0],[813.0],[612.0]
19,[97.0],[158.0],[142.0],[886.0],[204.0],[984.0],[354.0],[411.0],[984.0],[138.0],[25.0],[322.0],[743.0],[933.0],[684.0],[821.0],[747.0],[502.0],[813.0],[263.0],[152.0],[890.0],[619.0],[243.0],[239.0],[593.0],[488.0],[186.0],[333.0],[741.0],[278.0],[84.0],[765.0],[600.0],[741.0],[769.0],[975.0],[999.0],[967.0],[950.0],[669.0],[260.0],[964.0],[298.0],[433.0],[331.0],[573.0],[135.0],[531.0],[794.0]
20,[666.0],[816.0],[428.0],[490.0],[428.0],[137.0],[965.0],[41.0],[485.0],[165.0],[452.0],[131.0],[486.0],[287.0],[733.0],[620.0],[814.0],[163.0],[794.0],[130.0],[623.0],[978.0],[259.0],[201.0],[60.0],[445.0],[749.0],[189.0],[277.0],[660.0],[916.0],[692.0],[933.0],[92.0],[660.0],[697.0],[813.0],[464.0],[814.0],[965.0],[820.0],[192.0],[640.0],[567.0],[794.0],[452.0],[707.0],[603.0],[231.0],[158.0]
21,[227.0],[739.0],[570.0],[2.0],[965.0],[603.0],[157.0],[531.0],[69.0],[728.0],[342.0],[915.0],[589.0],[805.0],[290.0],[119.0],[603.0],[127.0],[633.0],[249.0],[650.0],[637.0],[281.0],[452.0],[947.0],[635.0],[410.0],[240.0],[445.0],[112.0],[374.0],[352.0],[406.0],[988.0],[389.0],[866.0],[602.0],[71.0],[486.0],[580.0],[11.0],[915.0],[739.0],[278.0],[498.0],[348.0],[974.0],[792.0],[263.0],[452.0]
22,[364.0],[477.0],[593.0],[240.0],[633.0],[429.0],[861.0],[498.0],[812.0],[155.0],[479.0],[557.0],[217.0],[864.0],[329.0],[24.0],[861.0],[44.0],[158.0],[517.0],[60.0],[319.0],[879.0],[715.0],[505.0],[950.0],[563.0],[880.0],[547.0],[689.0],[979.0],[923.0],[592.0],[609.0],[192.0],[118.0],[596.0],[776.0],[405.0],[229.0],[719.0],[382.0],[152.0],[895.0],[612.0],[347.0],[714.0],[742.0],[206.0],[153.0]
23,[795.0],[524.0],[188.0],[697.0],[389.0],[524.0],[211.0],[235.0],[679.0],[861.0],[650.0],[259.0],[374.0],[672.0],[382.0],[411.0],[923.0],[338.0],[463.0],[596.0],[686.0],[389.0],[188.0],[524.0],[162.0],[134.0],[70.0],[517.0],[653.0],[94.0],[821.0],[739.0],[939.0],[237.0],[94.0],[160.0],[208.0],[245.0],[683.0],[259.0],[685.0],[782.0],[410.0],[814.0],[245.0],[467.0],[445.0],[604.0],[623.0],[288.0]
24,[110.0],[887.0],[389.0],[323.0],[188.0],[538.0],[702.0],[858.0],[321.0],[884.0],[840.0],[949.0],[861.0],[629.0],[294.0],[807.0],[508.0],[786.0],[473.0],[909.0],[925.0],[223.0],[633.0],[685.0],[722.0],[836.0],[807.0],[488.0],[605.0],[612.0],[498.0],[813.0],[432.0],[582.0],[993.0],[211.0],[112.0],[936.0],[138.0],[293.0],[97.0],[284.0],[347.0],[666.0],[742.0],[563.0],[119.0],[312.0],[694.0],[722.0]
25,[645.0],[679.0],[503.0],[104.0],[794.0],[64.0],[174.0],[496.0],[455.0],[519.0],[269.0],[151.0],[824.0],[517.0],[105.0],[816.0],[896.0],[197.0],[851.0],[270.0],[237.0],[259.0],[194.0],[583.0],[767.0],[243.0],[330.0],[552.0],[715.0],[608.0],[98.0],[888.0],[970.0],[393.0],[131.0],[619.0],[163.0],[928.0],[966.0],[109.0],[84.0],[795.0],[499.0],[390.0],[861.0],[516.0],[909.0],[333.0],[536.0],[978.0]
26,[591.0],[544.0],[673.0],[141.0],[131.0],[128.0],[389.0],[128.0],[884.0],[570.0],[381.0],[428.0],[593.0],[230.0],[536.0],[846.0],[536.0],[134.0],[689.0],[452.0],[146.0],[333.0],[131.0],[410.0],[138.0],[313.0],[831.0],[336.0],[284.0],[887.0],[837.0],[327.0],[486.0],[172.0],[540.0],[17.0],[532.0],[798.0],[668.0],[821.0],[981.0],[360.0],[567.0],[235.0],[866.0],[925.0],[410.0],[128.0],[913.0],[640.0]
27,[667.0],[820.0],[779.0],[325.0],[673.0],[739.0],[97.0],[408.0],[74.0],[788.0],[300.0],[559.0],[113.0],[888.0],[544.0],[602.0],[875.0],[286.0],[138.0],[146.0],[427.0],[71.0],[669.0],[172.0],[696.0],[463.0],[120.0],[385.0],[423.0],[113.0],[638.0],[851.0],[450.0],[466.0],[188.0],[428.0],[193.0],[733.0],[601.0],[145.0],[833.0],[405.0],[616.0],[414.0],[463.0],[502.0],[702.0],[962.0],[234.0],[410.0]
28,[147.0],[199.0],[131.0],[520.0],[874.0],[966.0],[84.0],[814.0],[906.0],[185.0],[950.0],[1.0],[152.0],[21.0],[985.0],[428.0],[55.0],[792.0],[712.0],[305.0],[660.0],[131.0],[284.0],[975.0],[625.0],[660.0],[794.0],[463.0],[194.0],[889.0],[955.0],[411.0],[66.0],[792.0],[824.0],[522.0],[522.0],[405.0],[383.0],[95.0],[365.0],[543.0],[101.0],[67.0],[60.0],[584.0],[651.0],[238.0],[625.0],[665.0]
29,[146.0],[260.0],[874.0],[567.0],[665.0],[55.0],[462.0],[378.0],[909.0],[208.0],[993.0],[188.0],[5.0],[570.0],[78.0],[524.0],[795.0],[861.0],[153.0],[505.0],[435.0],[986.0],[96.0],[640.0],[452.0],[393.0],[60.0],[298.0],[637.0],[632.0],[40.0],[508.0],[817.0],[963.0],[575.0],[469.0],[977.0],[523.0],[463.0],[629.0],[326.0],[651.0],[235.0],[472.0],[779.0],[778.0],[423.0],[623.0],[824.0],[466.0]
30,[555.0],[958.0],[866.0],[65.0],[259.0],[236.0],[13.0],[263.0],[863.0],[328.0],[769.0],[531.0],[612.0],[949.0],[405.0],[60.0],[498.0],[433.0],[595.0],[422.0],[67.0],[610.0],[345.0],[379.0],[739.0],[905.0],[823.0],[289.0],[410.0],[95.0],[4.0],[153.0],[74.0],[288.0],[823.0],[131.0],[576.0],[699.0],[505.0],[131.0],[330.0],[887.0],[293.0],[438.0],[860.0],[896.0],[238.0],[247.0],[385.0],[213.0]
31,[513.0],[568.0],[978.0],[705.0],[949.0],[544.0],[395.0],[981.0],[220.0],[955.0],[23.0],[141.0],[60.0],[42.0],[420.0],[131.0],[604.0],[410.0],[120.0],[437.0],[94.0],[428.0],[637.0],[628.0],[115.0],[423.0],[593.0],[432.0],[882.0],[540.0],[16.0],[993.0],[257.0],[650.0],[965.0],[520.0],[201.0],[297.0],[544.0],[665.0],[402.0],[636.0],[647.0],[949.0],[978.0],[729.0],[648.0],[437.0],[293.0],[633.0]
32,[603.0],[578.0],[919.0],[170.0],[978.0],[604.0],[831.0],[134.0],[975.0],[981.0],[926.0],[986.0],[383.0],[95.0],[813.0],[722.0],[668.0],[113.0],[312.0],[467.0],[290.0],[547.0],[673.0],[499.0],[868.0],[88.0],[131.0],[364.0],[246.0],[649.0],[433.0],[242.0],[738.0],[688.0],[60.0],[416.0],[615.0],[400.0],[892.0],[993.0],[814.0],[20.0],[438.0],[603.0],[715.0],[754.0],[134.0],[913.0],[218.0],[751.0]
33,[229.0],[685.0],[211.0],[46.0],[779.0],[463.0],[682.0],[715.0],[478.0],[500.0],[330.0],[843.0],[95.0],[950.0],[701.0],[593.0],[4.0],[874.0],[239.0],[656.0],[505.0],[653.0],[953.0],[467.0],[629.0],[7.0],[944.0],[120.0],[566.0],[389.0],[339.0],[213.0],[527.0],[229.0],[142.0],[249.0],[837.0],[197.0],[32.0],[389.0],[210.0],[536.0],[138.0],[170.0],[519.0],[128.0],[877.0],[284.0],[223.0],[956.0]
34,[664.0],[237.0],[259.0],[160.0],[504.0],[578.0],[222.0],[986.0],[466.0],[338.0],[218.0],[106.0],[94.0],[81.0],[787.0],[188.0],[422.0],[230.0],[719.0],[558.0],[384.0],[188.0],[612.0],[246.0],[32.0],[889.0],[152.0],[940.0],[173.0],[60.0],[888.0],[217.0],[519.0],[431.0],[978.0],[495.0],[217.0],[877.0],[919.0],[889.0],[344.0],[203.0],[889.0],[345.0],[608.0],[151.0],[120.0],[194.0],[425.0],[504.0]
35,[604.0],[906.0],[349.0],[81.0],[889.0],[765.0],[979.0],[301.0],[742.0],[556.0],[485.0],[866.0],[377.0],[861.0],[625.0],[123.0],[769.0],[612.0],[92.0],[536.0],[578.0],[514.0],[986.0],[660.0],[585.0],[280.0],[259.0],[789.0],[464.0],[807.0],[422.0],[298.0],[593.0],[465.0],[152.0],[445.0],[211.0],[924.0],[866.0],[345.0],[567.0],[400.0],[170.0],[904.0],[734.0],[567.0],[243.0],[904.0],[827.0],[389.0]
36,[261.0],[153.0],[791.0],[444.0],[5.0],[386.0],[755.0],[590.0],[517.0],[986.0],[419.0],[147.0],[570.0],[660.0],[966.0],[36.0],[685.0],[242.0],[536.0],[141.0],[239.0],[776.0],[236.0],[382.0],[345.0],[250.0],[655.0],[719.0],[532.0],[575.0],[646.0],[32.0],[648.0],[492.0],[261.0],[259.0],[194.0],[906.0],[329.0],[978.0],[954.0],[532.0],[210.0],[608.0],[17.0],[146.0],[194.0],[840.0],[127.0],[499.0]
37,[469.0],[519.0],[119.0],[469.0],[669.0],[234.0],[929.0],[523.0],[841.0],[829.0],[168.0],[521.0],[608.0],[567.0],[810.0],[259.0],[693.0],[243.0],[871.0],[55.0],[364.0],[965.0],[978.0],[768.0],[813.0],[230.0],[612.0],[415.0],[127.0],[152.0],[28.0],[886.0],[960.0],[754.0],[612.0],[936.0],[658.0],[818.0],[877.0],[570.0],[829.0],[459.0],[94.0],[340.0],[593.0],[521.0],[543.0],[909.0],[887.0],[858.0]
38,[814.0],[290.0],[824.0],[42.0],[409.0],[814.0],[352.0],[348.0],[702.0],[665.0],[284.0],[389.0],[142.0],[612.0],[239.0],[823.0],[329.0],[978.0],[76.0],[436.0],[544.0],[401.0],[729.0],[536.0],[467.0],[716.0],[608.0],[237.0],[67.0],[715.0],[404.0],[891.0],[510.0],[22.0],[593.0],[421.0],[866.0],[744.0],[504.0],[142.0],[128.0],[191.0],[804.0],[466.0],[29.0],[55.0],[230.0],[814.0],[994.0],[229.0]
39,[751.0],[67.0],[504.0],[250.0],[660.0],[732.0],[596.0],[319.0],[21.0],[389.0],[620.0],[789.0],[575.0],[152.0],[578.0],[406.0],[379.0],[660.0],[263.0],[240.0],[289.0],[437.0],[586.0],[840.0],[504.0],[582.0],[155.0],[702.0],[339.0],[384.0],[599.0],[956.0],[286.0],[644.0],[377.0],[84.0],[653.0],[220.0],[352.0],[866.0],[672.0],[471.0],[123.0],[81.0],[333.0],[601.0],[788.0],[832.0],[54.0],[989.0]
40,[697.0],[924.0],[715.0],[17.0],[345.0],[290.0],[257.0],[168.0],[420.0],[693.0],[543.0],[72.0],[949.0],[128.0],[699.0],[866.0],[411.0],[445.0],[24.0],[702.0],[231.0],[861.0],[371.0],[832.0],[923.0],[983.0],[861.0],[380.0],[557.0],[298.0],[927.0],[22.0],[300.0],[773.0],[861.0],[986.0],[760.0],[136.0],[133.0],[411.0],[947.0],[523.0],[593.0],[580.0],[723.0],[390.0],[20.0],[653.0],[92.0],[888.0]
41,[904.0],[119.0],[794.0],[336.0],[245.0],[17.0],[23.0],[813.0],[151.0],[889.0],[882.0],[673.0],[540.0],[389.0],[596.0],[627.0],[505.0],[389.0],[559.0],[746.0],[966.0],[742.0],[127.0],[436.0],[851.0],[707.0],[540.0],[583.0],[86.0],[960.0],[387.0],[601.0],[152.0],[658.0],[52.0],[593.0],[791.0],[566.0],[923.0],[348.0],[55.0],[733.0],[955.0],[582.0],[110.0],[923.0],[640.0],[618.0],[150.0],[582.0]
42,[582.0],[392.0],[4.0],[215.0],[612.0],[86.0],[804.0],[953.0],[929.0],[978.0],[86.0],[20.0],[978.0],[981.0],[691.0],[608.0],[525.0],[899.0],[923.0],[754.0],[924.0],[194.0],[503.0],[925.0],[949.0],[229.0],[345.0],[975.0],[203.0],[457.0],[112.0],[989.0],[279.0],[101.0],[858.0],[383.0],[874.0],[294.0],[590.0],[906.0],[848.0],[32.0],[217.0],[42.0],[547.0],[263.0],[302.0],[452.0],[684.0],[820.0]
43,[160.0],[926.0],[384.0],[860.0],[829.0],[691.0],[795.0],[150.0],[864.0],[776.0],[191.0],[656.0],[390.0],[618.0],[128.0],[211.0],[463.0],[428.0],[532.0],[128.0],[868.0],[113.0],[903.0],[284.0],[375.0],[503.0],[965.0],[893.0],[975.0],[814.0],[952.0],[599.0],[651.0],[569.0],[113.0],[738.0],[284.0],[528.0],[708.0],[96.0],[411.0],[699.0],[608.0],[293.0],[730.0],[340.0],[733.0],[223.0],[290.0],[138.0]
44,[913.0],[699.0],[599.0],[896.0],[594.0],[567.0],[42.0],[158.0],[628.0],[94.0],[435.0],[779.0],[52.0],[211.0],[867.0],[696.0],[810.0],[131.0],[614.0],[767.0],[405.0],[335.0],[351.0],[625.0],[738.0],[754.0],[94.0],[788.0],[54.0],[375.0],[950.0],[310.0],[981.0],[647.0],[608.0],[389.0],[999.0],[923.0],[891.0],[970.0],[603.0],[485.0],[503.0],[913.0],[326.0],[329.0],[52.0],[715.0],[86.0],[492.0]
45,[466.0],[661.0],[281.0],[822.0],[155.0],[816.0],[217.0],[822.0],[527.0],[612.0],[288.0],[714.0],[230.0],[779.0],[199.0],[432.0],[197.0],[259.0],[903.0],[974.0],[679.0],[129.0],[831.0],[532.0],[142.0],[260.0],[769.0],[435.0],[717.0],[656.0],[647.0],[820.0],[143.0],[295.0],[463.0],[127.0],[828.0],[133.0],[580.0],[220.0],[399.0],[813.0],[650.0],[538.0],[702.0],[673.0],[68.0],[55.0],[168.0],[813.0]
46,[17.0],[569.0],[669.0],[106.0],[236.0],[119.0],[773.0],[545.0],[219.0],[832.0],[150.0],[936.0],[693.0],[346.0],[523.0],[986.0],[669.0],[96.0],[840.0],[800.0],[913.0],[860.0],[647.0],[329.0],[346.0],[435.0],[428.0],[766.0],[628.0],[242.0],[730.0],[669.0],[679.0],[109.0],[95.0],[152.0],[637.0],[67.0],[220.0],[474.0],[580.0],[810.0],[134.0],[623.0],[169.0],[696.0],[708.0],[921.0],[376.0],[227.0]
47,[55.0],[810.0],[427.0],[70.0],[174.0],[106.0],[427.0],[32.0],[430.0],[152.0],[422.0],[442.0],[660.0],[910.0],[654.0],[236.0],[719.0],[919.0],[189.0],[891.0],[669.0],[16.0],[941.0],[97.0],[601.0],[237.0],[660.0],[437.0],[285.0],[506.0],[899.0],[281.0],[301.0],[574.0],[570.0],[640.0],[305.0],[636.0],[868.0],[447.0],[794.0],[926.0],[716.0],[955.0],[607.0],[665.0],[666.0],[838.0],[211.0],[635.0]
48,[315.0],[713.0],[831.0],[412.0],[152.0],[285.0],[997.0],[581.0],[574.0],[870.0],[916.0],[701.0],[243.0],[97.0],[566.0],[806.0],[715.0],[188.0],[185.0],[604.0],[199.0],[253.0],[981.0],[227.0],[377.0],[119.0],[949.0],[146.0],[960.0],[539.0],[109.0],[685.0],[622.0],[734.0],[874.0],[805.0],[524.0],[708.0],[66.0],[6.0],[452.0],[158.0],[618.0],[204.0],[305.0],[189.0],[757.0],[891.0],[769.0],[128.0]
49,[520.0],[308.0],[204.0],[531.0],[955.0],[928.0],[802.0],[566.0],[317.0],[970.0],[566.0],[32.0],[739.0],[352.0],[253.0],[389.0],[722.0],[211.0],[82.0],[120.0],[115.0],[60.0],[861.0],[852.0],[905.0],[599.0],[118.0],[528.0],[238.0],[604.0],[21.0],[101.0],[987.0],[889.0],[230.0],[134.0],[822.0],[734.0],[810.0],[942.0],[502.0],[787.0],[913.0],[618.0],[557.0],[722.0],[440.0],[897.0],[504.0],[83.0]
50,[623.0],[714.0],[608.0],[319.0],[768.0],[235.0],[955.0],[851.0],[305.0],[593.0],[112.0],[534.0],[889.0],[55.0],[846.0],[4.0],[523.0],[17.0],[687.0],[782.0],[261.0],[552.0],[109.0],[596.0],[593.0],[723.0],[188.0],[909.0],[503.0],[838.0],[301.0],[811.0],[60.0],[940.0],[889.0],[60.0],[673.0],[352.0],[231.0],[242.0],[904.0],[440.0],[128.0],[288.0],[508.0],[115.0],[886.0],[583.0],[964.0],[647.0]
51,[494.0],[198.0],[371.0],[21.0],[861.0],[867.0],[906.0],[936.0],[591.0],[113.0],[915.0],[699.0],[389.0],[860.0],[924.0],[258.0],[520.0],[965.0],[365.0],[814.0],[485.0],[238.0],[723.0],[185.0],[463.0],[659.0],[738.0],[913.0],[405.0],[672.0],[346.0],[651.0],[503.0],[731.0],[722.0],[463.0],[246.0],[714.0],[25.0],[548.0],[840.0],[329.0],[623.0],[142.0],[909.0],[779.0],[18.0],[685.0],[24.0],[592.0]
